V,IC50,Type
-115.309011164274,10.3076080197786,2D
-95.2372408293461,18.8936466750759,2D
-75.0757575757576,55.3886847554973,2D
-65.0039872408293,101.526390755205,2D
-55.103668261563,216.534108275644,2D
-34.9960127591707,955.571432875977,2D
-15.1116427432217,7275.15256588659,2D
